Description,Price,Rating,Review Count,URL
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_149_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309396%26sr%3D8-149-spons%26psc%3D1&qualifier=1634309396&id=6522996799625710&widgetName=sp_btf
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_150_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309396%26sr%3D8-150-spons%26psc%3D1&qualifier=1634309396&id=6522996799625710&widgetName=sp_btf
Google Fi SIM Card Kit,$9.99,4.0 out of 5 stars,"2,019",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A051183338A4QJHBOHW80&url=%2FGoogle-Fi-SIM-Card-Kit%2Fdp%2FB07P5GP11P%2Fref%3Dsr_1_145_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309406%26sr%3D8-145-spons%26psc%3D1&qualifier=1634309406&id=6278792881796585&widgetName=sp_atf_next
"VICSEED Magnetic Phone Holder for Car,[Strong Suction & Magnetic] Car Phone Mount [Won't Block View & Air Vent]Dashboard Windshield Car Mount for Phone Compatible with iPhone 13 Pro Max Mini All Phone",$25.95,4.3 out of 5 stars,30,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A02282363HD6MOEGLVP0H&url=%2FVICSEED-Magnetic-Dashboard-Windshield-Compatible%2Fdp%2FB0946TC4HS%2Fref%3Dsr_1_146_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309406%26sr%3D8-146-spons%26psc%3D1%26smid%3DA1L5YYLP4SUK34&qualifier=1634309406&id=6278792881796585&widgetName=sp_atf_next
"$30/Month Mint Mobile Wireless Plan | Unlimited Talk, Text & Data for 3-Months (3-in-1 GSM SIM Card)",$90.00,4.1 out of 5 stars,391,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A01698211V32Z58MG63IN&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB08FXRTYPH%2Fref%3Dsr_1_155_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309406%26sr%3D8-155-spons%26psc%3D1&qualifier=1634309406&id=6278792881796585&widgetName=sp_mtf
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_156_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309406%26sr%3D8-156-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634309406&id=6278792881796585&widgetName=sp_mtf
Nokia 3.4 | Android 10 | Unlocked Smartphone | 2-Day Battery | US Version | 3/64GB | 6.39-Inch Screen | Triple Camera | Charcoal,$169.00,3.9 out of 5 stars,306,https://www.amazon.com/Nokia-Unlocked-Smartphone-6-39-Inch-Charcoal/dp/B08MWRCZL8/ref=sr_1_158?dchild=1&keywords=lg+mobile&qid=1634309406&sr=8-158
LG 320G Prepaid Phone (Net10),$50.00,3.2 out of 5 stars,59,https://www.amazon.com/LG-320G-Prepaid-Phone-Net10/dp/B0046REOIC/ref=sr_1_159?dchild=1&keywords=lg+mobile&qid=1634309406&sr=8-159
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_165_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309406%26sr%3D8-165-spons%26psc%3D1&qualifier=1634309406&id=6278792881796585&widgetName=sp_btf
$15/Month Mint Mobile Wireless Plan | 4GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$45.00,4.3 out of 5 stars,"2,775",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A04976201LFBJ25NNA8G9&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FV7ZV%2Fref%3Dsr_1_166_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309406%26sr%3D8-166-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634309406&id=6278792881796585&widgetName=sp_btf
